item_name,transaction_type,item_count,date_time
cabbage,remove,2,2023-08-24 10:11:23
butter,add,1,2023-08-24 10:11:15
blueberry,add,4,2023-08-24 10:10:48
blueberry filling,add,4,2023-08-24 10:10:47
red onions,add,4,2023-08-24 10:10:19
krispy kreme,add,14,2023-08-24 10:09:09
krispy kreme,add,25,2023-08-24 10:09:06
bomba chicken,remove,1,2023-08-24 10:08:44
haddock fish,remove,1,2023-08-23 13:36:27
supreme crunch,remove,2,2023-08-23 13:35:02
supreme crunch,remove,9,2023-08-23 13:35:01
chicken breast,remove,1,2023-08-23 13:34:52
cheese curds,remove,1,2023-08-23 13:34:25
snowcrab,remove,1,2023-08-23 13:34:08
shrimp,add,1,2023-08-23 13:33:58
lobster,add,2,2023-08-23 13:33:51
hot dog,add,54,2023-08-23 13:33:31
hot dog,remove,82,2023-08-23 13:33:29
ribeye,remove,1,2023-08-23 13:32:58
ground beef,remove,3,2023-08-23 13:32:48
peameal bacon,remove,4,2023-08-23 13:32:30
bacon,add,27,2023-08-23 13:32:16
bacon,remove,35,2023-08-23 13:32:15
pork,remove,21,2023-08-23 13:31:34
beef burgers,remove,2,2023-08-23 13:31:20
water,add,28,2023-08-23 12:44:09
tomato,remove,4,2023-08-23 12:43:43
shredded cheese,add,3,2023-08-23 12:43:17
relish,remove,1,2023-08-23 12:43:08
red cabbage,remove,1,2023-08-23 12:43:06
pretzel,remove,1,2023-08-23 12:42:57
pico,remove,2,2023-08-23 12:42:45
mayo,add,5,2023-08-23 12:42:22
kimchi,add,1,2023-08-23 12:41:53
eggs,remove,3,2023-08-23 12:41:29
chili,remove,2,2023-08-23 12:40:56
cheese sliced br,remove,2,2023-08-23 12:40:52
cabbage,remove,2,2023-08-23 12:40:31
bean sprouts,remove,1,2023-08-23 12:40:05
red onions,remove,5,2023-08-23 12:39:40
krispy kreme,add,85,2023-08-23 12:39:08
krispy kreme,remove,164,2023-08-23 12:39:07
fries,add,123,2023-08-23 12:38:33
fries,remove,215,2023-08-23 12:38:32
pad thai,remove,3,2023-08-23 12:32:44
oil,remove,13,2023-08-23 12:32:23
jalapeno,remove,1,2023-08-23 12:30:13
belgian waffle,remove,1,2023-08-23 12:27:20
5 piece cutlery,remove,3,2023-08-23 12:27:05
#1,remove,4,2023-08-23 12:25:21
krispy kreme,add,48,2023-08-22 13:14:25
krispy kreme,add,5,2023-08-22 13:14:13
krispy kreme,add,9,2023-08-22 13:14:08
krispy kreme,add,4,2023-08-22 13:14:00
krispy kreme,add,28,2023-08-22 13:13:54
krispy kreme,add,60,2023-08-22 13:13:47
krispy kreme,add,10,2023-08-22 13:13:27
krispy kreme,remove,152,2023-08-22 13:13:25
cheese curds,add,14,2023-08-22 13:12:52
cheese curds,add,12,2023-08-22 13:12:43
snowcrab,remove,1,2023-08-22 13:12:25
chicken breast,add,9,2023-08-22 13:11:50
peameal bacon,add,3,2023-08-22 13:11:15
beef burgers,add,16,2023-08-22 13:10:59
pork,add,17,2023-08-22 13:10:37
pork,add,24,2023-08-22 13:10:23
bacon,add,22,2023-08-22 13:10:05
lobster,add,1,2023-08-22 13:09:51
chili,remove,1,2023-08-22 13:09:42
shrimp,add,1,2023-08-22 13:09:35
ground beef,add,12,2023-08-22 13:09:24
ground beef,remove,16,2023-08-22 13:09:14
ribeye,remove,2,2023-08-22 13:09:03
chicken breast,add,16,2023-08-22 13:08:43
chicken breast,remove,25,2023-08-22 13:08:35
supreme crunch,add,6,2023-08-22 13:08:20
supreme crunch,add,12,2023-08-22 13:08:10
supreme crunch,add,16,2023-08-22 13:07:50
supreme crunch,remove,38,2023-08-22 13:07:49
beef burgers,add,4,2023-08-22 12:59:57
beef burgers,remove,28,2023-08-22 12:59:56
pork,add,13,2023-08-22 12:59:24
pork,add,19,2023-08-22 12:59:02
pork,add,3,2023-08-22 12:58:52
pork,add,16,2023-08-22 12:58:46
pork,add,3,2023-08-22 12:57:59
pork,add,6,2023-08-22 12:57:20
pork,add,12,2023-08-22 12:57:17
pork,add,4,2023-08-22 12:57:16
pork,add,2,2023-08-22 12:57:06
pork,add,12,2023-08-22 12:57:03
pork,add,12,2023-08-22 12:56:58
pork,add,17,2023-08-22 12:56:50
pork,remove,100,2023-08-22 12:56:49
peameal bacon,remove,7,2023-08-22 12:56:29
bacon,add,1,2023-08-22 12:56:10
cheese curds,add,21,2023-08-22 12:55:54
cheese curds,remove,55,2023-08-22 12:55:50
bacon,add,12,2023-08-22 12:55:43
bacon,remove,38,2023-08-22 12:55:11
water,add,2,2023-08-22 12:54:46
water,remove,15,2023-08-22 12:54:44
tomato,remove,3,2023-08-22 12:54:30
tofu,add,3,2023-08-22 12:54:08
shredded lettuce,remove,1,2023-08-22 12:42:19
red cabbage,remove,1,2023-08-22 12:41:24
pico,add,5,2023-08-22 12:41:11
perogie,remove,1,2023-08-22 12:40:58
mayo,remove,2,2023-08-22 12:40:37
green onion,remove,1,2023-08-22 12:40:07
ciabatta,remove,2,2023-08-22 12:38:59
cabbage,remove,1,2023-08-22 12:37:00
burger lettuce,remove,4,2023-08-22 12:36:40
red onions,add,4,2023-08-22 12:35:50
red onions,remove,3,2023-08-22 12:35:25
fries,add,215,2023-08-22 12:34:10
fries,remove,280,2023-08-22 12:33:51
ketchup,remove,1,2023-08-22 12:08:51
clam chowder,add,2,2023-08-22 12:05:54
beans,remove,1,2023-08-22 12:04:45
#8,add,2,2023-08-22 12:02:59
#1,remove,4,2023-08-22 12:00:20
pan liner,add,1,2023-08-21 11:11:19
salsa,add,4,2023-08-21 11:10:09
plumsauce,add,9,2023-08-21 11:09:53
old bay,remove,3,2023-08-21 11:09:03
oil,add,55,2023-08-21 11:08:33
oil,remove,73,2023-08-21 11:08:32
oil,add,10,2023-08-21 11:07:37
oil,add,9,2023-08-21 11:07:29
oil,add,54,2023-08-21 11:07:27
oil,remove,45,2023-08-21 11:07:24
oil,add,1,2023-08-21 11:07:08
oil,add,44,2023-08-21 11:06:52
oil,remove,79,2023-08-21 11:06:51
ketchup,add,8,2023-08-21 11:06:05
ketchup,remove,21,2023-08-21 11:06:04
jalapeno,remove,1,2023-08-21 11:05:31
gravy,remove,9,2023-08-21 11:04:47
goldfish,remove,1,2023-08-21 11:04:11
doritos,add,6,2023-08-21 11:03:56
doritos,remove,14,2023-08-21 11:03:54
dish soap,add,3,2023-08-21 11:03:46
dish soap,add,1,2023-08-21 11:03:28
checkered basket,add,1,2023-08-21 11:02:52
bleach,add,12,2023-08-21 11:02:35
beans,remove,6,2023-08-21 11:02:16
bbq sauce dip,remove,9,2023-08-21 11:01:09
bbq sauce,remove,5,2023-08-21 11:00:46
#8,remove,2,2023-08-21 11:00:35
#1,remove,1,2023-08-21 11:00:15
tofu,remove,1,2023-08-21 10:43:50
ground beef,add,1,2023-08-21 10:42:35
avacodo,remove,3,2023-08-21 10:40:46
shrimp,remove,1,2023-08-21 10:40:36
lobster,remove,11,2023-08-21 10:40:28
cheese curds,add,24,2023-08-21 10:39:45
beef burgers,add,6,2023-08-21 10:39:21
chicken breast,add,12,2023-08-21 10:39:04
ribeye,remove,2,2023-08-21 10:37:04
ground beef,add,15,2023-08-21 10:36:54
ground beef,remove,16,2023-08-21 10:36:39
chili,remove,2,2023-08-21 10:36:27
clam chowder,remove,2,2023-08-21 10:36:18
snowcrab,remove,2,2023-08-21 10:36:10
softshell crab,remove,3,2023-08-21 10:36:04
beef burgers,add,10,2023-08-21 10:35:49
bacon,add,12,2023-08-21 10:35:13
bacon,add,13,2023-08-21 10:35:10
beef burgers,add,4,2023-08-21 10:32:30
peameal bacon,add,26,2023-08-21 10:31:52
peameal bacon,remove,23,2023-08-21 10:31:21
beef burgers,add,8,2023-08-21 10:30:50
beef burgers,remove,33,2023-08-21 10:30:22
bacon,add,9,2023-08-21 10:29:45
bacon,add,4,2023-08-21 10:29:25
bacon,remove,35,2023-08-21 10:29:21
cheese curds,add,6,2023-08-21 10:29:10
cheese curds,add,9,2023-08-21 10:29:07
cheese curds,add,9,2023-08-21 10:29:05
cheese curds,add,7,2023-08-21 10:29:02
cheese curds,remove,61,2023-08-21 10:28:57
water,add,18,2023-08-21 10:28:37
water,add,3,2023-08-21 10:28:30
krispy kreme,add,8,2023-08-21 10:28:10
krispy kreme,add,12,2023-08-21 10:28:07
krispy kreme,add,12,2023-08-21 10:28:03
krispy kreme,add,8,2023-08-21 10:27:59
krispy kreme,add,8,2023-08-21 10:27:57
krispy kreme,add,8,2023-08-21 10:27:54
krispy kreme,add,8,2023-08-21 10:27:52
krispy kreme,add,22,2023-08-21 10:27:48
krispy kreme,add,66,2023-08-21 10:27:39
krispy kreme,remove,160,2023-08-21 10:27:38
mayo,add,5,2023-08-21 10:27:18
relish,add,1,2023-08-21 10:27:06
banana pepper,add,1,2023-08-21 10:26:54
pico,remove,4,2023-08-21 10:26:07
sour cream,add,4,2023-08-21 10:25:46
cheese sliced br,remove,1,2023-08-21 10:24:47
eggs,add,4,2023-08-21 10:24:24
white onion,add,1,2023-08-21 10:23:40
bean sprouts,remove,5,2023-08-21 10:23:06
white onion,add,2,2023-08-21 10:22:45
burger lettuce,add,1,2023-08-21 10:21:12
burger lettuce,add,5,2023-08-21 10:20:28
red onions,add,3,2023-08-21 10:17:15
red onions,add,3,2023-08-21 10:17:14
red cabbage,add,2,2023-08-21 10:16:55
green onion,add,1,2023-08-21 10:16:28
cabbage,remove,1,2023-08-21 10:16:20
dill,add,3,2023-08-21 10:16:06
cilantro,add,2,2023-08-21 10:15:54
shredded lettuce,add,2,2023-08-21 10:15:43
burger lettuce,add,1,2023-08-21 10:15:10
burger lettuce,add,5,2023-08-21 10:15:09
tomato,add,8,2023-08-21 10:14:36
chives,add,2,2023-08-21 10:12:05
cheese mozzarella,add,2,2023-08-21 10:11:50
pretzel,add,3,2023-08-21 10:10:57
ciabatta,remove,4,2023-08-21 10:10:40
fries,remove,20,2023-08-21 10:10:20
vinegar,add,2,2023-08-20 13:08:03
salt box,add,3,2023-08-20 13:07:11
salsa,add,1,2023-08-20 13:06:23
oil,add,5,2023-08-20 13:05:58
oil,add,25,2023-08-20 13:06:57
napkins,add,22,2023-08-20 13:02:46
jalapeno,add,5,2023-08-20 13:01:23
dish soap,remove,3,2023-08-20 13:00:40
forks,add,22,2023-08-20 12:59:31
dish soap,add,3,2023-08-20 12:58:51
checkered basket,add,3,2023-08-20 12:58:06
bleach,remove,2,2023-08-20 12:57:55
bbq sauce,add,3,2023-08-20 12:57:34
bbq sauce,remove,4,2023-08-20 12:57:27
bbq sauce dip,remove,2,2023-08-20 12:57:12
bbq sauce dip,add,16,2023-08-20 12:57:11
#8,add,26,2023-08-20 12:55:22
#8,remove,44,2023-08-20 12:55:20
#1,add,16,2023-08-20 12:48:36
sugar,add,1,2023-08-18 16:45:12
wowbutter,add,2,2023-08-18 16:44:59
checkered basket,add,3,2023-08-18 16:44:43
bbq sauce dip,add,3,2023-08-18 16:44:00
pepper packet,add,2,2023-08-18 16:43:03
thermal foil wrap,add,4,2023-08-18 16:42:24
vinegar,add,1,2023-08-18 16:41:40
quaker batter,add,2,2023-08-18 16:40:58
belgian waffle,add,1,2023-08-18 16:40:11
clean green pot,add,2,2023-08-18 16:39:59
hand soap,add,3,2023-08-18 16:39:54
200 savaday,add,5,2023-08-18 16:39:05
#2,add,9,2023-08-18 16:38:47
saran wrap,add,6,2023-08-18 16:38:12
foil,add,5,2023-08-18 16:38:03
chipotle sauce,add,5,2023-08-18 16:37:26
kbbg sauce,add,16,2023-08-18 16:37:01
belgian waffle,remove,1,2023-08-18 16:36:29
old bay,add,9,2023-08-18 16:35:46
icing sugar,add,1,2023-08-18 16:35:32
franks,add,1,2023-08-18 16:35:11
water,add,8,2023-08-18 16:34:53
tortilla,add,8,2023-08-18 16:34:45
siracha,add,3,2023-08-18 16:34:31
shredded cheese,add,1,2023-08-18 16:34:28
salt packet,add,2,2023-08-18 16:34:09
salt box,add,2,2023-08-18 16:34:04
salsa,add,5,2023-08-18 16:33:37
paper towels,add,15,2023-08-18 16:33:17
pancake waffle,add,3,2023-08-18 16:32:36
pad thai,add,8,2023-08-18 16:32:34
oil,add,20,2023-08-18 16:32:15
oil,add,29,2023-08-18 16:32:00
oil,remove,47,2023-08-18 16:31:58
oil,add,20,2023-08-18 16:30:38
oil,add,14,2023-08-18 16:30:19
oil,add,13,2023-08-18 16:30:10
napkins,add,1,2023-08-18 16:27:03
mustard,add,6,2023-08-18 16:26:56
mustard,add,9,2023-08-18 16:26:47
lemon juice,add,1,2023-08-18 16:26:27
kimchi,remove,1,2023-08-18 16:26:23
ketchup,add,21,2023-08-18 16:26:21
jalapeno,add,2,2023-08-18 16:25:49
hoisin,add,6,2023-08-18 16:25:43
gravy,add,44,2023-08-18 16:25:25
goldfish,add,1,2023-08-18 16:23:19
gloves,add,35,2023-08-18 16:22:54
garlic aioli,add,5,2023-08-18 16:22:50
forks,add,18,2023-08-18 16:22:37
dill,remove,1,2023-08-18 16:22:11
coleslaw dressing,add,5,2023-08-18 16:22:06
cheese sauce,add,5,2023-08-18 16:21:51
bleach,add,2,2023-08-18 16:21:06
beans,add,12,2023-08-18 16:21:01
belgian waffle,add,3,2023-08-18 16:20:06
bbq sauce,add,5,2023-08-18 16:20:00
5 piece cutlery,add,8,2023-08-18 16:19:51
plastic portion,add,2,2023-08-18 16:19:36
plastic portion,add,3,2023-08-18 16:19:16
doritos,add,14,2023-08-18 16:19:06
#1,add,10,2023-08-18 16:18:52
#8,add,4,2023-08-18 16:17:54
#8,remove,4,2023-08-18 16:17:52
#8,add,44,2023-08-18 16:17:48
shrimp,remove,2,2023-08-18 12:37:05
shrimp,add,2,2023-08-18 12:36:42
bacon,add,17,2023-08-18 12:35:35
peameal bacon,add,23,2023-08-18 12:34:29
bacon,add,9,2023-08-18 12:33:57
bacon,add,9,2023-08-18 12:33:37
ground beef,add,3,2023-08-18 12:33:09
ribeye,add,2,2023-08-18 12:32:55
beef burgers,add,14,2023-08-18 12:32:27
chili,add,3,2023-08-18 12:31:42
cheese curds,add,24,2023-08-18 12:30:57
cheese curds,add,37,2023-08-18 12:30:54
hot dog,add,10,2023-08-18 12:30:33
ground beef,add,13,2023-08-18 12:29:08
avacodo,add,11,2023-08-18 12:28:38
chicken breast,add,13,2023-08-18 12:28:03
supreme crunch,add,17,2023-08-18 12:27:27
hot dog,add,72,2023-08-18 12:23:37
shrimp,add,6,2023-08-18 12:21:55
supreme crunch,add,21,2023-08-18 12:21:42
lobster,add,20,2023-08-18 12:21:00
chili,add,2,2023-08-18 12:20:27
clam chowder,add,3,2023-08-18 12:20:21
beef burgers,add,3,2023-08-18 12:20:16
beef burgers,add,16,2023-08-18 12:19:53
snowcrab,add,5,2023-08-18 12:18:20
softshell crab,add,4,2023-08-18 12:18:14
haddock fish,add,8,2023-08-18 12:18:09
ribeye,add,9,2023-08-18 12:18:01
burger lettuce,add,4,2023-08-18 11:22:42
bomba chicken,add,1,2023-08-18 11:21:56
cream,add,1,2023-08-18 11:21:46
butter,add,1,2023-08-18 11:21:42
kimchi,add,1,2023-08-18 11:21:35
pickles,add,13,2023-08-18 11:21:18
cheese sliced br,add,8,2023-08-18 11:20:45
green onion,add,1,2023-08-18 11:19:58
tofu,add,1,2023-08-18 11:19:46
beyond burger,add,4,2023-08-18 11:19:26
sour cream,add,12,2023-08-18 11:19:17
pico,add,8,2023-08-18 11:19:06
carrots,add,2,2023-08-18 11:19:00
eggs,add,7,2023-08-18 11:18:55
burger lettuce,add,3,2023-08-18 11:18:36
cabbage,add,11,2023-08-18 11:18:19
lemon,add,1,2023-08-18 11:18:06
bean sprouts,add,10,2023-08-18 11:17:38
tomato,add,4,2023-08-18 11:17:27
cilantro,add,3,2023-08-18 11:17:18
dill,add,1,2023-08-18 11:17:12
cheese ribbons,add,3,2023-08-18 11:16:44
chives,add,1,2023-08-18 11:16:25
red cabbage,add,1,2023-08-18 11:16:08
shredded lettuce,add,3,2023-08-18 11:15:44
perogie,add,4,2023-08-18 11:15:28
krispy kreme,add,160,2023-08-18 11:15:21
pork,add,100,2023-08-18 11:13:55
fries,add,300,2023-08-18 11:13:49
pretzel,add,8,2023-08-18 11:10:43
ciabatta,add,16,2023-08-18 11:10:31
water,remove,49,2023-08-18 10:34:16
tortilla,remove,9,2023-08-18 10:34:13
tomato,remove,7,2023-08-18 10:34:06
thunder chicken,remove,1,2023-08-18 10:34:04
supreme crunch,remove,21,2023-08-18 10:34:03
sour cream,remove,3,2023-08-18 10:34:00
soup spoons,remove,2,2023-08-18 10:33:59
softshell crab,remove,1,2023-08-18 10:33:55
soap dispenser,remove,6,2023-08-18 10:33:53
snowcrab,remove,3,2023-08-18 10:33:50
snake sack,remove,1,2023-08-18 10:33:47
siracha,remove,7,2023-08-18 10:33:44
shrimp,remove,5,2023-08-18 10:33:36
shredded lettuce,remove,4,2023-08-18 10:33:35
shredded chicken,remove,6,2023-08-18 10:33:34
shredded cheese,remove,5,2023-08-18 10:33:32
salt,remove,1,2023-08-18 10:33:29
salsa,remove,4,2023-08-18 10:33:28
ribeye,remove,1,2023-08-18 10:33:27
pretzel,remove,9,2023-08-18 10:33:26
pork,remove,85,2023-08-18 10:33:24
plastic portion,remove,1,2023-08-18 10:33:21
pico,remove,1,2023-08-18 10:33:20
pickles,remove,2,2023-08-18 10:33:18
perogie,remove,8,2023-08-18 10:33:16
peameal bacon,remove,12,2023-08-18 10:33:14
paper towels,remove,7,2023-08-18 10:33:11
pancake waffle,remove,2,2023-08-18 10:33:09
pad thai,remove,5,2023-08-18 10:33:08
oil,remove,45,2023-08-18 10:33:06
napkins,remove,9,2023-08-18 10:33:04
mustard,remove,4,2023-08-18 10:33:02
mozzarella,remove,2,2023-08-18 10:32:59
lobster,remove,22,2023-08-18 10:32:58
limes,remove,1,2023-08-18 10:32:57
lemon juice,remove,1,2023-08-18 10:32:54
kimchi,remove,6,2023-08-18 10:32:50
jalapeno,remove,4,2023-08-18 10:32:46
hoisin,remove,2,2023-08-18 10:32:45
ground beef,remove,2,2023-08-18 10:32:44
gravy,remove,101,2023-08-18 10:32:40
goldfish,remove,2,2023-08-18 10:32:38
golden malted,remove,3,2023-08-18 10:32:36
garlic aioli,remove,4,2023-08-18 10:32:34
fries,remove,150,2023-08-18 10:32:33
forks,remove,13,2023-08-18 10:32:28
eggs,remove,2,2023-08-18 10:32:27
doritos,remove,10,2023-08-18 10:32:26
dish soap,remove,3,2023-08-18 10:32:24
dill,remove,3,2023-08-18 10:32:21
cream,remove,1,2023-08-18 10:32:20
coleslaw dressing,remove,4,2023-08-18 10:32:19
clam chowder,remove,3,2023-08-18 10:32:17
cilantro,remove,1,2023-08-18 10:32:10
ciabatta,remove,3,2023-08-18 10:32:09
cholula,remove,2,2023-08-18 10:32:06
chives,remove,3,2023-08-18 10:32:04
chili,remove,3,2023-08-18 10:32:02
chicken breast,remove,1,2023-08-18 10:32:00
cheese sliced,remove,18,2023-08-18 10:31:59
cheese sauce,remove,1,2023-08-18 10:31:57
cheese ribbons,remove,2,2023-08-18 10:31:47
cheese curds,remove,12,2023-08-18 10:31:42
carrots,remove,2,2023-08-18 10:31:40
butter milk,remove,2,2023-08-18 10:31:39
butter,remove,1,2023-08-18 10:31:36
burger lettuce,remove,14,2023-08-18 10:31:35
bleach,remove,2,2023-08-18 10:31:34
beyond burger,remove,7,2023-08-18 10:31:31
beef burgers,remove,8,2023-08-18 10:31:30
beans,remove,2,2023-08-18 10:31:28
bacon,remove,14,2023-08-18 10:31:26
avacodo,remove,2,2023-08-18 10:31:25
red onions,remove,5,2023-08-18 10:31:24
quaker mix,remove,2,2023-08-18 10:31:22
haddock fish,remove,13,2023-08-18 10:31:19
bomba chicken,remove,1,2023-08-18 10:31:17
belgian waffle,remove,3,2023-08-18 10:31:16
bbq sauce,remove,5,2023-08-18 10:31:15
5 piece cutlery,remove,3,2023-08-18 10:31:13
#8,remove,5,2023-08-18 10:31:08
#3,remove,8,2023-08-18 10:31:00
#1,remove,5,2023-08-18 10:30:55
pickles,remove,1,2022-08-28 10:59:23
kimchi,remove,1,2022-08-28 10:58:32
shrimp,remove,1,2022-08-28 10:48:05
chicken breast,remove,1,2022-08-28 10:47:58
softshell crab,add,1,2022-08-28 10:47:36
beef burgers,remove,2,2022-08-28 10:45:41
tomato,add,1,2022-08-28 10:45:25
peameal bacon,remove,1,2022-08-28 10:45:00
bacon,remove,4,2022-08-28 10:44:43
pork,add,17,2022-08-28 10:44:20
ground beef,remove,1,2022-08-28 10:43:33
kimchi,add,1,2022-08-28 10:43:22
burger lettuce,remove,1,2022-08-28 10:43:16
ciabatta,remove,4,2022-08-28 10:42:49
pretzel,remove,3,2022-08-28 10:42:40
cheese sliced,add,8,2022-08-28 10:42:11
cheese sliced,remove,3,2022-08-28 10:40:38
pork,remove,7,2022-08-28 10:40:10
pork,add,50,2022-08-28 10:40:08
fries,remove,30,2022-08-28 10:39:07
cabbage,remove,4,2022-08-27 20:52:05
thunder chicken,remove,1,2022-08-27 20:49:54
snowcrab,add,1,2022-08-27 20:49:49
softshell crab,remove,1,2022-08-27 20:49:48
snowcrab,remove,2,2022-08-27 20:49:18
ribeye,remove,2,2022-08-27 20:49:10
pork,remove,95,2022-08-27 20:49:03
pico,remove,3,2022-08-27 20:48:45
ground beef,add,1,2022-08-27 20:48:23
fries,remove,40,2022-08-27 20:48:08
ciabatta,add,5,2022-08-27 20:47:54
chicken breast,remove,3,2022-08-27 20:47:32
carrots,remove,1,2022-08-27 20:46:51
bean sprouts,remove,2,2022-08-27 20:46:41
avacodo,remove,1,2022-08-27 20:46:31
krispy kreme,remove,20,2022-08-27 20:46:04
mayo,remove,1,2022-08-27 20:45:54
eggs,remove,1,2022-08-27 20:45:40
sour cream,remove,1,2022-08-27 20:45:35
red onions,remove,1,2022-08-27 20:45:10
beef burgers,remove,5,2022-08-27 20:45:00
peameal bacon,add,2,2022-08-27 20:44:53
tomato,remove,2,2022-08-27 20:44:46
tomato,remove,6,2022-08-27 20:44:44
bacon,add,18,2022-08-27 20:44:32
bacon,remove,32,2022-08-27 20:44:31
peameal bacon,remove,3,2022-08-27 20:44:22
cheese curds,add,12,2022-08-27 20:44:05
cheese curds,remove,26,2022-08-27 20:44:04
ground beef,remove,2,2022-08-27 11:10:56
pico,remove,4,2022-08-27 11:10:39
cheese curds,add,2,2022-08-27 11:10:18
cheese curds,add,6,2022-08-27 11:10:17
beef burgers,remove,7,2022-08-27 11:10:00
ribeye,add,1,2022-08-27 11:09:44
peameal bacon,remove,6,2022-08-27 11:09:34
bacon,add,10,2022-08-27 11:09:24
ciabatta,remove,5,2022-08-27 11:09:01
red onions,remove,2,2022-08-27 11:08:39
perogie,add,1,2022-08-27 11:08:31
mayo,remove,2,2022-08-27 11:08:08
sour cream,add,2,2022-08-27 11:07:58
shredded chicken,remove,2,2022-08-27 11:06:44
perogie,remove,1,2022-08-27 11:06:25
thunder chicken,remove,5,2022-08-27 11:06:07
supreme crunch,remove,4,2022-08-27 11:06:57
chicken breast,add,4,2022-08-27 11:05:46
shrimp,add,4,2022-08-27 11:05:38
snowcrab,add,3,2022-08-27 11:05:29
softshell crab,add,1,2022-08-27 11:06:22
lobster,add,15,2022-08-27 11:05:14
haddock fish,add,10,2022-08-27 11:05:05
ribeye,add,1,2022-08-27 11:04:55
chili,add,3,2022-08-27 11:04:42
pork,add,10,2022-08-27 11:04:28
pork,add,27,2022-08-27 11:04:03
pork,add,23,2022-08-27 11:03:46
pork,add,60,2022-08-27 11:03:33
pork,remove,46,2022-08-27 11:03:22
pork,remove,6,2022-08-27 11:03:17
kimchi,add,1,2022-08-27 11:03:12
lobster,add,4,2022-08-27 11:02:55
tortilla,remove,2,2022-08-25 11:43:10
doritos,add,6,2022-08-25 11:28:37
cream,remove,1,2022-08-25 11:28:29
peameal bacon,remove,1,2022-08-25 10:56:08
bacon,remove,3,2022-08-25 10:56:05
bean sprouts,remove,1,2022-08-25 10:56:00
eggs,remove,1,2022-08-25 10:55:56
ground beef,remove,1,2022-08-25 10:55:46
ribeye,remove,1,2022-08-25 10:55:39
napkins,remove,1,2022-08-25 10:42:24
#1,remove,2,2022-08-25 10:42:17
#8,remove,2,2022-08-25 10:42:13
gloves,remove,1,2022-08-25 10:41:58
gloves,remove,3,2022-08-25 10:41:57
pad thai,add,3,2022-08-25 10:25:48
dish soap,add,3,2022-08-25 09:57:16
coleslaw dressing,add,4,2022-08-25 09:56:39
napkins,add,1,2022-08-25 09:56:26
napkins,add,2,2022-08-25 09:56:24
napkins,add,2,2022-08-25 09:56:13
garlic aioli,add,4,2022-08-25 09:56:02
5 piece cutlery,remove,2,2022-08-25 09:55:11
napkins,add,4,2022-08-25 09:55:04
jalapeno,add,2,2022-08-25 09:54:56
paper towels,add,4,2022-08-25 09:54:25
bbq sauce,remove,3,2022-08-25 09:54:15
#1,remove,3,2022-08-25 09:54:05
#8,add,1,2022-08-25 09:53:54
oil,add,25,2022-08-25 09:52:47
beans,remove,1,2022-08-25 09:52:04
salsa,remove,2,2022-08-25 09:52:00
forks,add,7,2022-08-25 09:51:36
lobster,remove,2,2022-08-25 09:43:25
perogie,remove,2,2022-08-25 09:42:56
cheese curds,add,3,2022-08-25 09:42:47
thunder chicken,remove,3,2022-08-25 09:42:33
supreme crunch,remove,4,2022-08-25 09:42:23
chicken breast,remove,5,2022-08-25 09:42:04
shredded chicken,remove,2,2022-08-25 09:41:57
shrimp,remove,2,2022-08-25 09:41:43
tomato,add,1,2022-08-25 09:41:16
tomato,add,4,2022-08-25 09:40:53
cabbage,add,3,2022-08-25 09:40:39
shredded cheese,remove,1,2022-08-25 09:40:10
limes,remove,1,2022-08-25 09:39:57
tomato,remove,2,2022-08-25 09:38:23
cheese curds,remove,4,2022-08-25 09:38:15
avacodo,remove,2,2022-08-25 09:38:11
eggs,remove,2,2022-08-25 09:34:23
mayo,remove,1,2022-08-25 09:34:17
cheese curds,add,19,2022-08-25 09:34:11
cheese curds,remove,43,2022-08-25 09:34:10
peameal bacon,add,2,2022-08-25 09:33:55
peameal bacon,remove,5,2022-08-25 09:33:37
bomba chicken,remove,1,2022-08-25 09:33:20
pork,add,10,2022-08-25 09:33:01
ribeye,remove,1,2022-08-25 09:32:45
beef burgers,add,1,2022-08-25 09:32:39
beef burgers,remove,9,2022-08-25 09:32:37
bacon,remove,6,2022-08-25 09:32:22
sour cream,remove,2,2022-08-25 09:32:01
pico,add,2,2022-08-25 09:31:53
pork,add,42,2022-08-25 09:31:46
pork,remove,56,2022-08-25 09:31:41
ciabatta,remove,3,2022-08-25 09:30:51
kimchi,remove,1,2022-08-25 09:30:42
burger lettuce,remove,1,2022-08-25 09:30:35
ground beef,remove,1,2022-08-25 09:29:42
krispy kreme,add,5,2022-08-25 09:29:35
krispy kreme,remove,25,2022-08-25 09:29:32
fries,add,70,2022-08-25 09:29:10
lobster,add,4,2022-08-25 09:28:52
tomato,remove,1,2022-08-24 11:18:57
softshell crab,remove,1,2022-08-24 11:18:40
peameal bacon,remove,1,2022-08-24 11:09:41
cabbage,remove,2,2022-08-24 11:09:37
shrimp,remove,2,2022-08-24 11:09:24
haddock fish,remove,2,2022-08-24 11:09:19
pico,remove,1,2022-08-24 11:09:10
cheese sauce,remove,1,2022-08-24 10:56:00
#1,add,10,2022-08-24 10:55:39
#1,remove,29,2022-08-24 10:55:36
#8,add,6,2022-08-24 10:55:19
#8,remove,32,2022-08-24 10:55:18
paper towels,remove,3,2022-08-24 10:55:00
napkins,remove,4,2022-08-24 10:54:38
forks,add,3,2022-08-24 10:54:14
salsa,add,2,2022-08-24 10:53:24
pad thai,add,2,2022-08-24 10:53:16
bbq sauce,add,5,2022-08-24 10:52:57
